	gene_name	label	10uM_K99A vs. No_Peptide logFC	100uM_K99A vs. No_Peptide logFC	0_1uM_PCC vs. No_Peptide logFC	10uM_PCC vs. No_Peptide logFC
NM_011609	Tnfrsf1a	2	0.571595024187901	1.7890877902504398	1.9776997735557902	2.1884832315480898
NM_001100460	Zbtb42	2	0.572331786100411	1.7327287791441297	1.92503277243006	2.39745305593276
NM_173019	Pfkfb4	2	0.573153784220201	2.07908218539201	2.19827836775385	2.75548278686023
NM_019771	Dstn	2	0.5736652039105811	1.64790643397087	1.81624211126048	2.36494546470022
NM_133659	Erg	2	0.5742276199385279	1.9802986409125	2.35302784017574	2.6341776329328197
NM_010576	Itga4	2	0.575385892621643	1.52320663904018	1.85404405206083	2.57753908227714
NM_019923	Itpr2	2	0.5756771218905791	1.47259899373459	1.62966987685276	2.02841076311017
NM_008855	Prkcb	2	0.5778486896114661	1.53710110521061	1.63524938134193	2.16271363275788
NM_026667	Fam114a1	2	0.579003212466932	1.3141538746163501	1.39385031356877	2.44416193776478
NM_178901	AI467606	2	0.579630687534177	1.6752303567790903	1.84206562358848	2.13482279484761
NM_001286037	Ncf1	2	0.583528065936896	1.2254607045548602	1.7823276831604498	2.28523563994316
NM_030684	Trim34a	2	0.584759258964026	1.2399468434898702	1.40289073943066	2.09754662021533
NM_010265	Gcnt1	2	0.584986836174901	1.85282629079627	1.92154952586075	2.09954126525006
NM_177780	Dock5	2	0.586742594793569	1.66748568953297	1.7619774056931299	2.18217880816021
NM_001025264	Tpd52	2	0.588497861140384	1.41932910565045	1.76442963911506	2.20822676171102
NM_019734	Asah1	2	0.5905100484894189	1.37965438210718	1.47766346050174	2.00886449731495
NM_010870	Naip5	2	0.591080067165486	1.4665147759167299	1.5192965106652798	2.4261463471307403
NM_001024142	Fbxo10	2	0.5938782734525849	1.892452945449	1.8857454119726398	2.8638712695015496
NM_001008542	Mxi1	2	0.594213454498162	1.3242911956164198	1.6905119933236	2.05164987008094
NM_001291190	Ssh2	2	0.594838080857477	1.84557556436483	2.06496426176839	2.50805917248285
NM_001163577	Prom1	2	0.596652442268499	1.2877046537890602	1.70915496908591	3.0055505868439
NM_145137	Mgl2	2	0.5979508315927321	1.4489093581636	1.9817267334827802	2.89262487687904
NM_001109657	Gas7	2	0.598308110138989	1.7281868112669598	2.0050675438076397	3.04633313325383
NM_027529	6330409D20Rik	2	0.59879558129973	1.90446948195373	2.38258708992513	3.15308181862659
NM_010748	Lyst	2	0.59955121724214	1.92691744826224	1.96894218329398	2.66679082516215
NM_001291892	Gp49a	2	0.5996804288874761	1.35632461729648	1.47830798516312	2.51834104055982
NM_001177847	Tirap	2	0.600511901771731	1.84409702252927	1.92216601078949	2.54645980964274
NM_010330	Emb	2	0.601046355113202	1.62715702216788	1.89851648994497	2.3469284760351803
NM_001166251	Mgll	2	0.6016182665142199	1.7038766985132399	1.9685320303568101	3.0164335391945296
NM_009553	Zscan2	2	0.606226104492645	1.34678594507546	1.5730360535444299	2.15367048415898
NM_146142	Tdrd7	2	0.60774711315812	1.31062027325014	1.56762686186158	2.14651301328001
NM_146001	Hip1	2	0.610795675526379	1.8446149038901	2.1739434999738703	2.10848596477507
NM_013673	Sp100	2	0.61114337787576	1.5315482802453	1.7441080444888797	2.04818918680362
NM_001044751	Hsd11b1	2	0.613815485539168	1.6180957084460401	1.89143530204286	2.63383230259299
NM_010551	Il16	2	0.614015513846819	1.74925647272829	1.9520030421185701	2.32718058950963
NM_011604	Tlr6	2	0.6153331126934711	1.34378530742723	1.87429111656005	2.7748175000382798
NM_027928	Chst13	2	0.6167957459031551	2.21478122523075	1.9148540154152098	3.0698281624953503
NM_198664	Tbc1d2	2	0.618618568806672	0.9511267061305558	1.1409767880539299	2.03741749868707
NM_172694	Megf9	2	0.6186675312937829	1.76967936141425	2.15502091911087	3.57111750653946
NM_023168	Grina	2	0.620852920533684	1.99817605450119	2.1830805049903996	2.7158597010390095
NM_028679	Irak3	2	0.6227528451180829	1.83467958617832	1.87991760777987	2.9428743390555
NM_177733	E2f2	2	0.623682136220756	1.8431626234030198	2.0866193598159297	2.7107978186488197
NM_138630	Arhgap4	2	0.626667031529729	1.58058034319466	1.74603160868251	2.10552348694318
NM_001281929	Gria3	2	0.627926641355005	1.7837953238631103	2.3671166816419	2.46411702353454
NM_008969	Ptgs1	2	0.629898726791025	1.9721337695819097	2.3457254347534	3.14269233488613
NM_001038604	Clec5a	2	0.630233135764705	1.60497608969083	1.8832027985806599	2.9365943390059703
NM_172689	Ddx58	2	0.631433145948432	1.37291494096154	1.4818523904474898	2.29821793475564
NM_009593	Abcg1	2	0.6314946371252089	1.5413551775383898	1.48460965650563	2.05720446140331
NM_053108	Glrx	2	0.6320262689018531	2.0705578612399296	2.30333745500375	3.00385967249798
NM_009230	Soat1	2	0.6336899931566551	1.76672391528807	1.9095611758453401	2.5437948812436098
NM_009763	Bst1	2	0.634242188225948	1.46834847749589	1.65218878751098	2.9829564732764102
NM_001081566	Pik3r6	2	0.634557892172038	1.5942346474422902	1.72007921375921	2.29824675130252
NM_001163288	Susd1	2	0.63458881375374	2.16362941361337	2.17515095726419	2.92717569445625
NM_001099328	Zfp831	2	0.63783754585789	1.89588024254324	1.9381130998218998	2.27235037207936
NM_009427	Tob1	2	0.6431217474786199	1.8108504754066002	1.8273796982560102	2.2609216401058196
NM_008694	Ngp	2	0.644236785190376	1.76792417737502	2.09928177660606	3.2375308616573797
NM_207668	Acpp	2	0.6446697606720091	1.9759352600882802	2.3415347495222796	2.9941659943698697
NM_001271358	Arrb2	2	0.647436662204077	1.692044894032	1.93161352611607	2.10224536386702
NM_001081280	Nlrc3	2	0.6481293083230749	1.5976733819120703	1.83070569486155	2.16807317774851
NM_145220	Appl2	2	0.648336956951023	1.9274042496439299	1.9727340140312999	2.4193076350932996
NM_153510	Pilra	2	0.649479265420937	1.38411279907898	1.4386309474908798	2.10568786486441
NM_009778	C3	2	0.650660143198621	1.13469994978039	1.30675305216132	2.1024876889485298
NM_201609	Zfp652	2	0.653849882217756	1.48091342303927	1.6945516189574599	2.0659174765483
NM_001301303	Arhgdib	2	0.655686893885384	1.53930705697615	1.7797871643143302	2.1187622397100703
NM_001162908	Sesn1	2	0.6578964687043231	1.72298780645429	1.97246730068591	2.59071973882102
NM_009662	Alox5	2	0.65800742551701	1.92990396511031	2.1317555920183198	2.9492573316365998
NM_001080944	Atp8b4	2	0.6588508270543061	1.7859972587096	2.07994148152168	2.8848744283130596
NM_178743	Slc26a11	2	0.6589417901803659	2.20281945386632	2.43871121673876	2.13844417158374
NM_008196	Gzmk	2	0.659417870247839	1.90659906659134	1.6116412733127001	3.0864611396214103
NM_172597	Txndc16	2	0.663453232191965	1.62904547115028	1.90241587920317	2.15432661063141
NM_175451	Ckap4	2	0.666334073824902	1.93324532262162	2.17265788697261	3.18592151118703
NM_007807	Cybb	2	0.6669982179095529	1.71913274000036	1.95255628438677	2.73593883885342
NM_011952	Mapk3	2	0.6677390722214169	1.67347017977972	1.8608567718928302	2.17581443420625
NM_153177	Ago4	2	0.6683747549269721	2.02950863375933	2.1842385668227	3.12244286383245
NM_009744	Bcl6	2	0.669031704798424	2.0428794734169298	1.98492421815022	2.51745972883285
NM_177412	Tmcc1	2	0.66985386392231	1.85168449032122	1.8204556324432	2.3312511333447503
NM_144794	Tmem63a	2	0.6723616730213499	1.6898751775964298	1.9007350023582	2.29679525374789
NM_001163270	Baiap3	2	0.6748886369126129	1.87239674498468	1.5879151710501498	2.19349713085235
NM_026772	Cdc42ep2	2	0.6761490892637328	1.92122525514375	1.77726552554223	2.6928060804169305
NM_174995	Mgst2	2	0.681381095723986	1.79565461976365	2.29552603945991	3.3169793371756695
NM_022029	Nrgn	2	0.6820184104342321	1.4973237642996897	1.4920683215057	2.2075440258348302
NM_001199136	Macf1	2	0.686057549198615	1.84694204122273	1.8112226137715102	2.0489025908686
NM_010511	Ifngr1	2	0.687127126212465	1.6950149556927498	1.8323787189351899	2.7444658899921
NM_172631	Ldlrad4	2	0.6875751521756701	1.74102941542734	1.7539102847078898	2.1579893273793997
NM_031198	Tfec	2	0.689363818020033	1.63889161634588	2.34477776783958	3.04013477264211
NM_178751	Orai2	2	0.691369050174023	1.97964130698057	1.92624353775181	2.4967188012747203
NM_153789	Mylip	2	0.69291153948192	1.39649574565952	1.64952697886944	2.1487357078743003
NM_001037727	Arhgap25	2	0.697701242272339	1.57136384957474	1.88128356056755	2.5188479647513398
NM_183276	Nbeal2	2	0.6984865365829809	1.89964569673286	1.9702488569863201	2.19233848627958
NM_133219	Gcnt2	2	0.699042682949325	1.67320011870103	1.8824206559535899	2.78690968799618
NM_173014	Lpcat2	2	0.699109658366989	1.55931685347389	1.90967349144607	2.78398982354853
NM_178060	Thra	2	0.7021796504397221	2.2027845778834	2.06006264894958	2.54355039162752
NM_027667	Arhgap19	2	0.7037049506468069	1.68010873027873	2.2909198837219	2.3860200739652
NM_007420	Adrb2	2	0.7046422700614591	1.6022166636583501	1.74084487217425	2.47277811041518
NM_025429	Serpinb1a	2	0.7055280850955691	1.91601948782081	2.12167439091039	2.95506364797979
NM_001033380	Itpripl2	2	0.705684200393866	1.84665356152501	1.84431409758167	2.28288193128884
NM_008737	Nrp1	2	0.70613368359901	1.5339105799683002	1.7248110942241002	2.05250730304772
NM_016758	Rgs14	2	0.7086615375644749	1.8228083954380199	1.9437194647726799	2.2453785080484
NM_133738	Antxr2	2	0.7086663034664741	1.6639344572328703	1.89516209029773	2.59901151903015
NM_018747	Akap7	2	0.7088539349006591	2.05636304908529	1.66320075223788	2.21951867602962
NM_175026	Pyhin1	2	0.709134073943259	1.74416070663234	2.13459782697654	3.0607052103072703
NM_153408	Neurl3	2	0.7094648505025171	2.09142731315549	2.3078932194553996	2.94809500273121
NM_134116	Gpsm3	2	0.711547901640611	1.5918761837729198	1.77886876789938	2.08981821597425
NM_009848	Entpd1	2	0.711870825364909	1.9739616322575302	2.00366470226897	2.7541925769827698
NM_019404	Avpr2	2	0.714407414664491	2.08244213510729	2.70843400002371	2.5835682934997704
NM_001159485	Mcf2l	2	0.7155566068361909	1.6967250563896699	2.39557894467546	2.89298301979967
NM_026447	Ppm1m	2	0.7170839420802622	1.94775689624593	2.21908598030525	2.4889838019640202
NM_001001806	Zfp36l2	2	0.7189638857536371	1.8475928644856499	1.8751335270860703	2.09057913465986
NM_026322	Msra	2	0.7194908799294041	1.6112410337763798	1.90242159867518	2.54147299251218
NM_030018	Tmem50b	2	0.719611246522218	1.5439118914780101	1.77865952656775	2.02113753735533
NM_009782	Cacna1e	2	0.7199524618330849	1.80111076038293	1.8861095510043702	2.6153682899650295
NM_027711	Iqgap2	2	0.720485024487174	1.5688452463519698	1.5860081516922502	2.03353313882043
NM_133208	Zfp287	2	0.721283781354761	1.6980367561411398	1.5460080449308202	2.00173604521617
NM_001130479	Nucb2	2	0.722418576477703	1.7211284478475901	1.4722712783728897	2.5225069626867
NM_001013749	Tmem151b	2	0.723886985955239	1.61341857543163	1.97254400000193	2.88774307649264
NM_001037925	BC147527	2	0.7239400488642509	1.64186614986038	1.8985830421866399	3.06025519849908
NM_177713	Gapt	2	0.72545962089778	1.50972522494154	1.81157382689987	2.9850228624137998
NM_001272024	Sema6c	2	0.727674080938347	0.888229243818855	2.4399902609870203	2.6947655953185294
NM_016920	Atp6v0a1	2	0.729262373388498	1.6606582053169798	1.6939237010834198	2.3159729753618903
NM_001045481	Ifi203	2	0.7293675344681171	1.96281157026418	2.06294846650752	3.10727766713702
NM_010248	Gab2	2	0.729807826094851	1.79235783206447	1.8900345341378701	2.5524382647631603
NM_138310	Apobr	2	0.7330855370080179	2.11753897702918	2.12109225965394	3.06088517032196
NM_023665	Rsrp1	2	0.7339452510632908	1.8560119536679798	1.827161894167	2.05986686286785
NM_026436	Tmem86a	2	0.7359190289616129	1.5115004508800602	1.94928890673172	2.7626234153892404
NM_025877	Slc25a23	2	0.736336789901991	1.85104786131152	1.8882545282704	2.6855147849598198
NM_031393	Sytl1	2	0.7370757380690209	1.43826961816145	1.9374871736116202	2.35333684909304
NM_011303	Dhrs3	2	0.740713225428188	1.9233152861979899	1.81026784261044	2.4888088207496404
NM_009061	Rgs2	2	0.741901161717974	1.93793669026446	2.29765476357139	2.6897355441471404
NM_175445	Rassf2	2	0.743092275776812	1.5391755381491101	1.91980633820255	2.32943230477473
NM_001009935	Txnip	2	0.7432144406594609	1.83547252002792	1.9673557929940102	2.41025587205682
NM_001099217	Ly6c2	2	0.743229376944371	1.8420764289502098	2.0843990325889297	2.7354528789997796
NM_031181	Siglece	2	0.7436684410652808	1.56062000972276	1.78468617135704	3.02607178308771
NM_207231	Arl5c	2	0.7490297223713229	1.6918035848257	1.9592538598401101	2.15448857178543
NM_011777	Zyx	2	0.7491832496864109	1.71972615426122	1.8296752053088399	2.0109333411663
NM_015759	Fgd3	2	0.749226030534756	2.03352060147572	2.17157236544498	2.65530037938409
NM_007695	Chil1	2	0.7511352524617522	1.84508794778328	1.9226256794172	2.8651692928744303
NM_175274	Ttyh3	2	0.7518391577411759	1.5889023390802899	1.7505255195073102	2.1444041910215
NM_008873	Plau	2	0.7523336266562779	1.3246828772563302	1.71122259214131	2.47127675206671
NM_030694	Ifitm2	2	0.7568906800053659	1.6686624121383602	1.46227289972588	2.0315601475251297
NM_008823	Cfp	2	0.758041690389261	1.6144791246435202	2.20695341603854	2.80632930934556
NM_018773	Skap2	2	0.7587814399274381	1.8076156210457301	2.0117777799286203	2.58870071753469
NM_008410	Itm2b	2	0.760898687681496	1.7721903791993898	1.9960364673570299	2.43992000186738
NM_001146022	Wdfy4	2	0.761296745226649	1.50481267305484	1.58423222062295	2.0355862058772
NM_015790	Icosl	2	0.762412088542912	1.86448158047928	2.2759243292441202	2.98534283650563
NM_175116	Lpar6	2	0.7633510469658071	2.02509882058478	2.25424319459784	2.9384266745186403
NM_010299	Gm2a	2	0.7654161742709421	1.8730497037381797	2.17989948527344	2.89781869124206
NM_018825	Sh2b2	2	0.765576353580942	2.04200258522255	2.27063904485022	2.76431714384316
NM_178394	Jakmip1	2	0.765653412799675	1.7281379707809	2.12980528017512	2.4621406874072997
NM_133990	Il13ra1	2	0.767870525016843	1.88841877697784	1.85553745808919	2.79103710885526
NM_001014995	Fam189b	2	0.7681395226431149	2.12092566379616	2.07449311768186	2.27654193197548
NM_153587	Rps6ka5	2	0.7695774193356469	1.59094218292554	1.55207465265433	2.3485873914497404
NM_011977	Slc27a1	2	0.7711455823114259	1.5519007961143798	1.8276475331428799	2.13018491702537
NM_175751	Zfp608	2	0.7729910323449241	1.5929933553636102	1.6273589891843399	2.3681001238784103
NM_145827	Nlrp3	2	0.7732341563206391	1.79678206721207	2.1026331366539197	3.12992131890066
NM_177620	Rin3	2	0.7736234186150749	2.1459463809805	2.34236798932687	2.86005593915411
NM_025286	Slc31a2	2	0.7737296592054491	1.65932165479496	1.85296366398025	2.5489683084009904
NM_175366	Mex3b	2	0.774895817324267	1.1282512266443	1.69594483984703	2.44421899035052
NM_010736	Ltbr	2	0.7775491531933041	1.9517608401938502	1.8509631088573102	2.57207096906676
NM_172619	Adamts10	2	0.7791037246082859	2.05123361773046	2.2508582840867497	2.46678291348653
NM_001142701	Hmha1	2	0.780652890566504	1.9623103818581298	2.03056351764361	2.2735698283575
NM_145158	Emilin2	2	0.782900614427315	1.7797140089279	2.14526348247172	3.40955727442438
NM_023835	Trim12a	2	0.7831438490181529	2.1013654968553	1.90575267076576	2.6823762265622597
NM_009980	Ctbp2	2	0.785043358861731	1.8319710103702098	1.78552210440748	2.1186714920811998
NM_009911	Cxcr4	2	0.7854532290794509	2.1559616038806	2.3103230483105297	2.83419796508071
NM_145523	Gca	2	0.7880296473415691	1.9046285859513101	2.36790973246267	2.9939783924844
NM_145475	Cerk	2	0.7914612139867819	1.85873197597318	2.0749071339096	2.41012062573257
NM_028815	Cep97	2	0.792046785977015	1.9659119064888897	1.84204853094326	2.16927575330011
NM_007549	Blk	2	0.7933484108175041	1.52724789393374	1.73366951700076	2.08764352234819
NM_010654	Klrd1	2	0.793483011706859	2.30777999331998	2.01258573913204	2.90517654595802
NM_001134385	Gpr160	2	0.797463605283489	1.59238103836382	2.01177531348839	2.07397662285631
NM_079835	Btnl2	2	0.797610865178034	1.7586221048189699	1.9156490958839398	3.7354012386208
NM_001289646	Pxylp1	2	0.79775633966279	1.90658996206027	2.30144616501155	2.2146746438659997
NM_026875	Ypel3	2	0.798586396866297	1.92782990055073	1.94109116871543	2.1063452422038997
NM_007520	Bach1	2	0.799105115698417	1.86312854139277	1.8571457625768502	2.61225726416669
NM_001081274	Pgd	2	0.800239997284874	1.78953766157625	1.92969916477423	2.1769307933793103
NM_027288	Manba	2	0.8003639309244249	1.52467590175569	1.69500029279654	2.07153854454326
NM_010421	Hexa	2	0.801161328044152	1.9138259019481298	2.07694761949569	2.8862132669470095
NM_172442	Dtx4	2	0.8035799115975351	1.64030048066571	2.0060828426041697	2.99049639218546
NM_001015046	Rap1gap2	2	0.8058051783230029	1.9105500028653402	2.19134935806005	2.67182049377943
NM_007895	Ear2	2	0.8064072388191591	1.70680231616309	1.89005091442379	3.0400606042500002
NM_030251	Abtb1	2	0.8064432848437301	2.02152030062518	2.15751590138643	2.45646609425822
NM_007832	Dck	2	0.8066982668323341	2.05391605345654	2.07695860220152	2.50990437158763
NM_025799	Fuca2	2	0.8076659741376591	1.5790378167713202	1.88488977789407	2.4381919810684303
NM_011528	Taldo1	2	0.808884595678907	1.66195960588493	1.9672895717644798	2.12095808761377
NM_001145972	Gpr114	2	0.809209858235225	1.5234577077136697	1.7880974869085802	2.47787658752967
NM_001253857	Tet1	2	0.8110570781183509	1.6851767158645299	1.9127299794483998	2.5332015622997703
NM_013831	Pstpip2	2	0.8135237529013829	1.5576751308082801	1.61797242169172	2.3592570902255203
NM_001077189	Fcgr2b	2	0.8151468149399179	1.3904413668456	1.6782573520628998	2.8247742611198596
NM_139150	Carf	2	0.818011943547939	1.80680230179235	1.51634292176386	2.30586051555908
NM_011405	Slc7a7	2	0.8224407595612501	1.84306925187767	1.4903962315324801	2.2200281475189
NM_011158	Prkar2b	2	0.825667469519236	2.19269624024431	2.0697728535610698	2.75320831785369
NM_001162999	Fnip2	2	0.827652609473738	2.01322519505073	2.0558538574529197	3.01035929628083
NM_007799	Ctse	2	0.8311704974734359	2.19466283151642	2.29660739195202	2.7936816994358997
NM_008677	Ncf4	2	0.8323726052799741	1.57211873497999	1.79656301823953	2.2423962961987502
NM_145375	Tm6sf1	2	0.8353346554066551	1.9854685904562301	2.27628235743044	2.70952923998182
NM_021412	Mmp19	2	0.837271182404699	1.6586936112454098	1.7963950453716697	2.06933156948688
NM_144559	Fcgr4	2	0.83780733629173	1.8170076326495501	1.9836890311853603	2.8743590157557004
NM_001038653	Slc16a3	2	0.8380268830125991	1.8329709201067201	2.00114432418848	1.84573898718961
NM_008832	Phka1	2	0.8406680334932941	1.1496653522650602	1.4543322146902702	2.34954668648879
NM_026514	Cdc42ep3	2	0.8409367930949392	1.87113028060952	2.06791521070007	2.52253497882719
NM_010828	Cited2	2	0.8419461919437871	1.70935976599853	1.82371775909347	2.12415079901875
NM_010239	Fth1	2	0.845107844043265	1.2912943693710701	1.4534332738363	2.24924799769665
NM_001198977	Syk	2	0.8453505905835609	1.7863459870592702	2.0003959007046004	2.6122658214195997
NM_026738	1110007C09Rik	2	0.847215155410375	1.73415524058595	2.06291968455534	2.56658207685814
NM_001163743	Nlrx1	2	0.8480304750815709	1.538511835015	1.95634638012259	2.00176060687731
NM_145470	Deptor	2	0.848068463300789	1.9253578966971103	2.0402014973098703	2.32290103884444
NM_134148	Carns1	2	0.8580758241606259	1.96929231360095	2.02667784922119	2.05552188094547
NM_178111	Trp53inp2	2	0.8592021364474259	1.86083936752153	1.89326229621658	2.70343200953292
NM_001166375	March1	2	0.8598237186229191	1.55648499794822	1.8190887007237801	3.15341484411748
NM_001289442	Grap2	2	0.8626934448263991	1.99353072632421	2.04651076850813	2.6523136601955097
NM_001033273	5031439G07Rik	2	0.8651514142344301	1.7896040708460101	1.9066720741830399	2.1287828959776003
NM_011539	Tbxas1	2	0.8663735045809681	1.5724663555666398	1.6397742325448101	2.5689542673775
NM_175454	Hid1	2	0.8673570215780041	1.5638261670255	1.4720140590579298	2.14390108390638
NM_011361	Sgk1	2	0.8700281217066641	1.9625363366356101	2.07950772252144	2.9340541707409797
NM_146251	Pnpla7	2	0.8707594868032719	2.2465946517898	2.14234355383263	2.86623709349469
NM_133220	Sgk3	2	0.871077405306372	1.72911008412577	2.18703051012377	2.62579083180031
NM_010062	Dnase2a	2	0.873965103652363	1.37130527089904	1.44799423120067	2.09868356804245
NM_001033293	Uap1l1	2	0.874612015565672	1.69823691751963	2.07432153184233	2.40058463886328
NM_001113460	Tec	2	0.8749415957878549	1.96674265992535	1.9049077454298502	2.33102596877231
NM_173371	H6pd	2	0.875782219535754	2.02177329694535	2.01081818717546	2.50659635915801
NM_027708	Fbxo24	2	0.879677681638063	2.22561680182882	2.24616983009959	2.41135879188216
NM_013470	Anxa3	2	0.8811215016201371	1.3601818624453899	1.91970032593356	2.46574611380241
NM_011035	Pak1	2	0.883315608295999	1.81091827191174	2.38367610591279	2.64754338697992
NM_009983	Ctsd	2	0.883451837434155	1.80124134738934	1.92057584947303	2.3731573145480698
NM_172285	Plcg2	2	0.887309635590978	1.84034068968229	2.0345161016621103	2.46314985320076
NM_175391	Apol7c	2	0.8890999698994442	0.9169641784140808	1.72895046435428	2.24212464947696
NM_008982	Ptprj	2	0.8901426499970401	1.98939214049377	1.89321755939257	2.3534106435282998
NM_028658	Ppp1r21	2	0.8921175121706819	1.91708593899594	2.0902568939861297	2.38584494062594
NM_181344	C1rl	2	0.892349057281865	1.9198180426303704	1.6957803627461898	2.26104669314357
NM_020605	Jph3	2	0.8945930981359731	2.27951167134433	2.04249269299684	2.97056104083399
NM_153550	Dirc2	2	0.8960628638423092	2.2484123184612996	2.37136866530339	2.50638275345693
NM_177366	Gpr157	2	0.898972642871063	1.57880629148954	1.8817143179750402	2.29359045844244
NM_010185	Fcer1g	2	0.899138252971853	1.8821141967405501	2.09661284493576	3.07370820681545
NM_011676	Unc119	2	0.899213352885734	1.47769004796307	1.82211164886728	2.27379379765098
NM_030101	Pgpep1l	2	0.9000095416517891	2.25247951275671	1.64298892182416	2.36475572262185
NM_008533	Cd180	2	0.9001338507428391	2.01553543935195	1.96128301900032	2.88357185074058
NM_175511	Fam78a	2	0.9007801076822071	2.1004426834839403	2.15022910485462	2.38104063818081
NM_001037722	Adam15	2	0.9023652715262471	1.83115118066755	2.02914716903895	2.03658965032208
NM_016667	Sntb1	2	0.904443664719666	2.72419847386813	1.89349166845541	2.12826617579752
NM_013482	Btk	2	0.908002983225095	1.7774465305233202	1.84003016888179	2.29735603497822
NM_001281818	Specc1	2	0.9097554935743879	1.93404178770747	2.14011156388717	2.67755340888794
NM_019948	Clec4e	2	0.912792216971025	1.15796159631859	1.35363495174153	2.01761849757652
NM_175029	Atg4c	2	0.914605079379175	1.98459425924953	1.6296800971165402	2.17962800361681
NM_011943	Map2k6	2	0.9172694251559979	2.00597002663229	2.18634000747278	2.80422918283154
NM_028544	Rasip1	2	0.9205189901221559	2.2354205264937597	1.97845907094523	2.1999034839224603
NM_177909	Slc9a9	2	0.923286733027555	1.9364474417842599	1.8718031334035803	2.8211380295249397
NM_001111100	Lipa	2	0.92329128494674	1.77077866171884	2.08036818959833	2.5382253571311497
NM_001093766	Myadm	2	0.9233211483230029	1.5367062484451899	1.7320993987636202	2.0755908924988704
NM_027884	Tns1	2	0.924493822936916	1.98054204336499	1.64207972264137	2.35657514057517
NM_001033308	Themis2	2	0.925314952850823	2.01495271013904	2.18428291103693	2.41679891890937
NM_010459	Hoxb4	2	0.927309641926063	2.03949587688639	2.0299835270190503	2.0731540558382
NM_001164420	Pqlc1	2	0.9310773916982901	1.90644053961876	2.0897556871711997	2.42964827337315
NM_177192	Dennd5b	2	0.9320220922026808	1.65951335935122	1.73378005327618	2.6568821666354103
NM_001033367	Nlrc4	2	0.934657041387262	1.34108181718608	1.3963091216764398	2.16541092616673
NM_008437	Napsa	2	0.936676411321989	1.47562423499325	1.9756769290705	2.1488192991839297
NM_018797	Plxnc1	2	0.9368597690906659	1.93765833500059	2.07153093153355	2.56551511552437
NM_009854	Cd7	2	0.937965864372904	1.7967985371691	1.8637302940290001	3.1460442045704
NM_133209	Pilrb1	2	0.9412283395165509	1.8970304563152098	1.53833721272428	2.46687848281316
NM_145227	Oas2	2	0.941758275249753	1.74251989291246	1.55236498950506	3.0110360517652297
NM_001033339	Mmp25	2	0.9439288952163001	1.8779871764640599	2.13834777031789	2.6816414558745802
NM_001161722	Tfeb	2	0.95028872694444	1.81822123924901	2.2611401939299705	2.5889097129630096
NM_009779	C3ar1	2	0.952004372025478	2.16876110348169	2.21305808127501	2.7086414445176
NM_144899	Adamtsl4	2	0.9532437309839441	1.4040942418888402	1.5838113648720198	2.3102363289552
NM_001039192	Gmfg	2	0.957883296239968	1.67713783266998	2.13315369561216	2.63869018164414
NM_027878	Dram1	2	0.9594789653797929	1.37971207480626	1.4283204977760802	2.1539097166639296
NM_001001881	2510009E07Rik	2	0.9596431820918779	1.7551912789465298	2.24199190819461	3.2861859428244595
NM_008209	Mr1	2	0.9617565865975211	2.05021803195271	2.08807749320418	2.86493278572919
NM_145853	Tpcn1	2	0.9666375702413309	1.8068850463726398	1.92198700858258	2.2043419451133
NM_194344	Sh3tc1	2	0.9690966383968229	1.90710983853381	2.2093532254431603	2.10350572474729
NM_009396	Tnfaip2	2	0.9713064894534491	1.4446770505762199	1.6875827881977299	2.02424367998188
NM_026954	Tusc1	2	0.97162604641222	1.52096449506397	2.06295891097992	1.8841163090617299
NM_028207	Dusp3	2	0.9774236045711351	2.33708591350025	2.06232103747933	2.57305274272665
NM_010127	Pou6f1	2	0.97826121737708	1.80691137574173	1.7576902402589198	2.6181223468098302
NM_001146122	Psap	2	0.981164392891859	1.82017170986099	2.1132204590067802	2.58384865882582
NM_013922	Zfp354c	2	0.9814536655368828	2.17861576959753	1.44750376684258	2.39254470299731
NM_011693	Vcam1	2	0.9826228052329441	1.6239033558517302	2.0456168639915497	1.8989038986516003
NM_001282977	Cacnb1	2	0.982667408753793	2.15745625224345	2.29627382586071	2.73116339541902
NM_027289	Nt5dc2	2	0.9848273534464829	2.1972460259697	2.1268861531809597	1.92968278448869
NM_010407	Hck	2	0.9851569790524242	1.48231508037949	1.74886036805132	2.22936988927237
NM_001012766	Ear12	2	0.990144031260953	1.6805124694062201	1.9592433575667099	3.1232860721933102
NM_017388	Ear3	2	0.990144803465015	1.68051265766791	1.9592438924395201	3.1232815039010298
NM_133661	Slc6a12	2	0.9906063924823041	1.86951496073195	2.0416166810406398	2.3812486107716
NM_011905	Tlr2	2	0.991677475766008	1.71767582911539	2.12317597065852	3.1169729524676
NM_025325	Haao	2	0.993947557575436	1.8552893483736501	2.20643638838373	2.36681841462178
NM_028222	Cdkn3	2	0.9988298035005421	1.70931381081944	1.29064607206731	3.2048064330745296
NM_020557	Cmpk2	2	0.999039768078876	1.53165837776828	1.61779813667358	2.58883054663869
NM_011804	Creg1	2	0.999751343184357	2.10067254146232	2.05692457133878	2.84543263715751
NM_001146060	Als2cl	2	1.00402774228468	2.3761143274061	2.22080381637011	2.43900225486594
NM_133199	Scn4a	2	1.00857657287845	2.22158480166525	1.9899727863128303	2.9587007912977703
NM_013539	Spsb2	2	1.0104305271288299	2.1349313278729	2.45817901345532	2.4768600727245
NM_028752	Hvcn1	2	1.01200445603745	1.62113594296401	1.66152020035374	2.0523948476202
